Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,hour,date,day_of_week,duration_min,time_slot
4253,City,256,Cancelled,2016-07-14 06:02:50,,6,2016-07-14,Thursday,,Morning (5-9)
4669,City,256,Cancelled,2016-07-14 12:34:18,,12,2016-07-14,Thursday,,Afternoon (10-16)
5694,City,256,Cancelled,2016-07-15 07:31:03,,7,2016-07-15,Friday,,Morning (5-9)
5707,City,256,Cancelled,2016-07-15 07:32:56,,7,2016-07-15,Friday,,Morning (5-9)
5795,City,256,Cancelled,2016-07-15 08:41:36,,8,2016-07-15,Friday,,Morning (5-9)
4203,City,257,Cancelled,2016-07-14 05:36:28,,5,2016-07-14,Thursday,,Morning (5-9)
5928,City,257,Cancelled,2016-07-15 10:07:34,,10,2016-07-15,Friday,,Afternoon (10-16)
471,City,258,Cancelled,2016-07-11 09:22:00,,9,2016-07-11,Monday,,Morning (5-9)
4505,City,258,Cancelled,2016-07-14 09:09:33,,9,2016-07-14,Thursday,,Morning (5-9)
5876,City,258,Cancelled,2016-07-15 09:27:22,,9,2016-07-15,Friday,,Morning (5-9)
332,City,259,Cancelled,2016-07-11 07:40:00,,7,2016-07-11,Monday,,Morning (5-9)
1734,City,259,Cancelled,2016-07-12 08:25:00,,8,2016-07-12,Tuesday,,Morning (5-9)
3202,City,259,Cancelled,2016-07-13 09:41:02,,9,2016-07-13,Wednesday,,Morning (5-9)
4232,City,259,Cancelled,2016-07-14 05:55:47,,5,2016-07-14,Thursday,,Morning (5-9)
6608,Airport,259,Cancelled,2016-07-15 21:46:57,,21,2016-07-15,Friday,,Night (21-23)
1703,City,260,Cancelled,2016-07-12 08:05:00,,8,2016-07-12,Tuesday,,Morning (5-9)
3001,City,260,Cancelled,2016-07-13 07:15:27,,7,2016-07-13,Wednesday,,Morning (5-9)
3149,City,260,Cancelled,2016-07-13 08:55:18,,8,2016-07-13,Wednesday,,Morning (5-9)
4496,City,260,Cancelled,2016-07-14 09:02:24,,9,2016-07-14,Thursday,,Morning (5-9)
1591,City,261,Cancelled,2016-07-12 06:28:00,,6,2016-07-12,Tuesday,,Morning (5-9)
1876,City,261,Cancelled,2016-07-12 10:01:00,,10,2016-07-12,Tuesday,,Afternoon (10-16)
4169,City,261,Cancelled,2016-07-14 05:12:56,,5,2016-07-14,Thursday,,Morning (5-9)
4512,City,261,Cancelled,2016-07-14 09:15:30,,9,2016-07-14,Thursday,,Morning (5-9)
2895,City,262,Cancelled,2016-07-13 06:02:04,,6,2016-07-13,Wednesday,,Morning (5-9)
4330,City,262,Cancelled,2016-07-14 07:13:49,,7,2016-07-14,Thursday,,Morning (5-9)
4801,City,262,Cancelled,2016-07-14 16:59:11,,16,2016-07-14,Thursday,,Afternoon (10-16)
5787,City,262,Cancelled,2016-07-15 08:30:20,,8,2016-07-15,Friday,,Morning (5-9)
743,City,263,Cancelled,2016-07-11 15:37:00,,15,2016-07-11,Monday,,Afternoon (10-16)
3704,Airport,263,Cancelled,2016-07-13 19:47:50,,19,2016-07-13,Wednesday,,Evening (17-20)
485,City,264,Cancelled,2016-07-11 09:33:00,,9,2016-07-11,Monday,,Morning (5-9)
647,City,264,Cancelled,2016-07-11 12:37:00,,12,2016-07-11,Monday,,Afternoon (10-16)
1858,City,264,Cancelled,2016-07-12 09:54:00,,9,2016-07-12,Tuesday,,Morning (5-9)
4755,City,264,Cancelled,2016-07-14 15:17:34,,15,2016-07-14,Thursday,,Afternoon (10-16)
5769,City,264,Cancelled,2016-07-15 08:21:38,,8,2016-07-15,Friday,,Morning (5-9)
2988,City,265,Cancelled,2016-07-13 07:09:54,,7,2016-07-13,Wednesday,,Morning (5-9)
553,City,266,Cancelled,2016-07-11 10:09:00,,10,2016-07-11,Monday,,Afternoon (10-16)
676,City,266,Cancelled,2016-07-11 13:23:00,,13,2016-07-11,Monday,,Afternoon (10-16)
1516,City,266,Cancelled,2016-07-12 05:44:00,,5,2016-07-12,Tuesday,,Morning (5-9)
1763,City,266,Cancelled,2016-07-12 08:51:00,,8,2016-07-12,Tuesday,,Morning (5-9)
4144,City,266,Cancelled,2016-07-14 04:50:45,,4,2016-07-14,Thursday,,Late Night (0-4)
6541,Airport,266,Cancelled,2016-07-15 20:54:48,,20,2016-07-15,Friday,,Evening (17-20)
147,City,267,Cancelled,2016-07-11 05:26:00,,5,2016-07-11,Monday,,Morning (5-9)
2881,City,267,Cancelled,2016-07-13 05:58:31,,5,2016-07-13,Wednesday,,Morning (5-9)
2964,City,267,Cancelled,2016-07-13 06:48:48,,6,2016-07-13,Wednesday,,Morning (5-9)
4236,City,267,Cancelled,2016-07-14 05:53:18,,5,2016-07-14,Thursday,,Morning (5-9)
4447,City,267,Cancelled,2016-07-14 08:32:05,,8,2016-07-14,Thursday,,Morning (5-9)
4579,Airport,267,Cancelled,2016-07-14 10:04:05,,10,2016-07-14,Thursday,,Afternoon (10-16)
5720,City,267,Cancelled,2016-07-15 07:37:57,,7,2016-07-15,Friday,,Morning (5-9)
5820,City,267,Cancelled,2016-07-15 08:50:10,,8,2016-07-15,Friday,,Morning (5-9)
6487,Airport,267,Cancelled,2016-07-15 20:23:14,,20,2016-07-15,Friday,,Evening (17-20)
120,City,268,Cancelled,2016-07-11 05:04:00,,5,2016-07-11,Monday,,Morning (5-9)
1560,City,268,Cancelled,2016-07-12 06:06:00,,6,2016-07-12,Tuesday,,Morning (5-9)
4815,Airport,268,Cancelled,2016-07-14 17:18:23,,17,2016-07-14,Thursday,,Evening (17-20)
166,City,269,Cancelled,2016-07-11 05:41:00,,5,2016-07-11,Monday,,Morning (5-9)
1655,Airport,269,Cancelled,2016-07-12 07:27:00,,7,2016-07-12,Tuesday,,Morning (5-9)
1670,City,269,Cancelled,2016-07-12 07:36:00,,7,2016-07-12,Tuesday,,Morning (5-9)
3026,City,269,Cancelled,2016-07-13 07:29:18,,7,2016-07-13,Wednesday,,Morning (5-9)
3388,City,269,Cancelled,2016-07-13 14:36:39,,14,2016-07-13,Wednesday,,Afternoon (10-16)
5809,City,269,Cancelled,2016-07-15 08:48:20,,8,2016-07-15,Friday,,Morning (5-9)
6080,Airport,269,Cancelled,2016-07-15 14:17:28,,14,2016-07-15,Friday,,Afternoon (10-16)
1545,Airport,270,Cancelled,2016-07-12 06:01:00,,6,2016-07-12,Tuesday,,Morning (5-9)
3032,City,270,Cancelled,2016-07-13 07:33:57,,7,2016-07-13,Wednesday,,Morning (5-9)
3156,City,270,Cancelled,2016-07-13 09:00:40,,9,2016-07-13,Wednesday,,Morning (5-9)
4741,City,270,Cancelled,2016-07-14 14:52:18,,14,2016-07-14,Thursday,,Afternoon (10-16)
5582,City,270,Cancelled,2016-07-15 05:52:11,,5,2016-07-15,Friday,,Morning (5-9)
5677,City,270,Cancelled,2016-07-15 07:06:05,,7,2016-07-15,Friday,,Morning (5-9)
5989,Airport,270,Cancelled,2016-07-15 11:46:11,,11,2016-07-15,Friday,,Afternoon (10-16)
417,City,271,Cancelled,2016-07-11 08:42:00,,8,2016-07-11,Monday,,Morning (5-9)
1437,City,271,Cancelled,2016-07-12 04:42:00,,4,2016-07-12,Tuesday,,Late Night (0-4)
3063,City,271,Cancelled,2016-07-13 07:55:16,,7,2016-07-13,Wednesday,,Morning (5-9)
3100,City,271,Cancelled,2016-07-13 08:18:13,,8,2016-07-13,Wednesday,,Morning (5-9)
3148,City,271,Cancelled,2016-07-13 09:02:46,,9,2016-07-13,Wednesday,,Morning (5-9)
305,City,272,Cancelled,2016-07-11 07:17:00,,7,2016-07-11,Monday,,Morning (5-9)
1511,City,272,Cancelled,2016-07-12 05:40:00,,5,2016-07-12,Tuesday,,Morning (5-9)
2830,City,272,Cancelled,2016-07-13 05:19:51,,5,2016-07-13,Wednesday,,Morning (5-9)
2938,City,272,Cancelled,2016-07-13 06:33:04,,6,2016-07-13,Wednesday,,Morning (5-9)
346,City,273,Cancelled,2016-07-11 07:54:00,,7,2016-07-11,Monday,,Morning (5-9)
1684,City,274,Cancelled,2016-07-12 07:50:00,,7,2016-07-12,Tuesday,,Morning (5-9)
3027,City,274,Cancelled,2016-07-13 07:26:36,,7,2016-07-13,Wednesday,,Morning (5-9)
3017,Airport,274,Cancelled,2016-07-13 07:29:44,,7,2016-07-13,Wednesday,,Morning (5-9)
4926,Airport,274,Cancelled,2016-07-14 18:20:41,,18,2016-07-14,Thursday,,Evening (17-20)
2222,City,275,Cancelled,2016-07-12 18:03:00,,18,2016-07-12,Tuesday,,Evening (17-20)
2237,City,275,Cancelled,2016-07-12 18:19:00,,18,2016-07-12,Tuesday,,Evening (17-20)
4207,City,275,Cancelled,2016-07-14 05:30:56,,5,2016-07-14,Thursday,,Morning (5-9)
4223,City,275,Cancelled,2016-07-14 05:46:02,,5,2016-07-14,Thursday,,Morning (5-9)
4452,City,275,Cancelled,2016-07-14 08:34:36,,8,2016-07-14,Thursday,,Morning (5-9)
5632,City,275,Cancelled,2016-07-15 06:35:32,,6,2016-07-15,Friday,,Morning (5-9)
5879,City,275,Cancelled,2016-07-15 09:27:08,,9,2016-07-15,Friday,,Morning (5-9)
395,City,276,Cancelled,2016-07-11 08:32:00,,8,2016-07-11,Monday,,Morning (5-9)
495,City,276,Cancelled,2016-07-11 09:37:00,,9,2016-07-11,Monday,,Morning (5-9)
1228,City,276,Cancelled,2016-07-11 21:37:00,,21,2016-07-11,Monday,,Night (21-23)
1481,City,277,Cancelled,2016-07-12 05:24:00,,5,2016-07-12,Tuesday,,Morning (5-9)
1616,City,277,Cancelled,2016-07-12 06:54:00,,6,2016-07-12,Tuesday,,Morning (5-9)
1627,City,277,Cancelled,2016-07-12 07:02:00,,7,2016-07-12,Tuesday,,Morning (5-9)
1726,City,277,Cancelled,2016-07-12 08:25:00,,8,2016-07-12,Tuesday,,Morning (5-9)
2789,City,277,Cancelled,2016-07-13 04:50:46,,4,2016-07-13,Wednesday,,Late Night (0-4)
3552,Airport,277,Cancelled,2016-07-13 18:01:34,,18,2016-07-13,Wednesday,,Evening (17-20)
4130,City,277,Cancelled,2016-07-14 04:41:54,,4,2016-07-14,Thursday,,Late Night (0-4)
294,City,278,Cancelled,2016-07-11 07:12:00,,7,2016-07-11,Monday,,Morning (5-9)
315,City,278,Cancelled,2016-07-11 07:34:00,,7,2016-07-11,Monday,,Morning (5-9)
1718,City,278,Cancelled,2016-07-12 08:14:00,,8,2016-07-12,Tuesday,,Morning (5-9)
2122,City,278,Cancelled,2016-07-12 16:50:00,,16,2016-07-12,Tuesday,,Afternoon (10-16)
2387,City,278,Cancelled,2016-07-12 19:46:00,,19,2016-07-12,Tuesday,,Evening (17-20)
140,City,279,Cancelled,2016-07-11 05:17:00,,5,2016-07-11,Monday,,Morning (5-9)
505,City,279,Cancelled,2016-07-11 09:44:00,,9,2016-07-11,Monday,,Morning (5-9)
2950,City,279,Cancelled,2016-07-13 06:40:30,,6,2016-07-13,Wednesday,,Morning (5-9)
5800,City,279,Cancelled,2016-07-15 08:44:20,,8,2016-07-15,Friday,,Morning (5-9)
1877,City,280,Cancelled,2016-07-12 10:03:00,,10,2016-07-12,Tuesday,,Afternoon (10-16)
3437,City,280,Cancelled,2016-07-13 16:10:20,,16,2016-07-13,Wednesday,,Afternoon (10-16)
3820,Airport,280,Cancelled,2016-07-13 21:07:32,,21,2016-07-13,Wednesday,,Night (21-23)
5076,City,280,Cancelled,2016-07-14 19:38:01,,19,2016-07-14,Thursday,,Evening (17-20)
5660,City,280,Cancelled,2016-07-15 07:02:00,,7,2016-07-15,Friday,,Morning (5-9)
6242,Airport,280,Cancelled,2016-07-15 17:55:10,,17,2016-07-15,Friday,,Evening (17-20)
6321,Airport,280,Cancelled,2016-07-15 18:37:53,,18,2016-07-15,Friday,,Evening (17-20)
3086,City,281,Cancelled,2016-07-13 08:12:18,,8,2016-07-13,Wednesday,,Morning (5-9)
4538,City,281,Cancelled,2016-07-14 09:38:03,,9,2016-07-14,Thursday,,Morning (5-9)
1233,Airport,282,Cancelled,2016-07-11 21:38:00,,21,2016-07-11,Monday,,Night (21-23)
1883,City,282,Cancelled,2016-07-12 10:06:00,,10,2016-07-12,Tuesday,,Afternoon (10-16)
3233,City,282,Cancelled,2016-07-13 10:01:44,,10,2016-07-13,Wednesday,,Afternoon (10-16)
3237,City,282,Cancelled,2016-07-13 10:06:32,,10,2016-07-13,Wednesday,,Afternoon (10-16)
3577,Airport,282,Cancelled,2016-07-13 18:24:15,,18,2016-07-13,Wednesday,,Evening (17-20)
219,City,283,Cancelled,2016-07-11 06:15:00,,6,2016-07-11,Monday,,Morning (5-9)
493,City,283,Cancelled,2016-07-11 09:30:00,,9,2016-07-11,Monday,,Morning (5-9)
1575,City,283,Cancelled,2016-07-12 06:23:00,,6,2016-07-12,Tuesday,,Morning (5-9)
5631,City,283,Cancelled,2016-07-15 06:36:14,,6,2016-07-15,Friday,,Morning (5-9)
109,City,284,Cancelled,2016-07-11 05:01:00,,5,2016-07-11,Monday,,Morning (5-9)
299,City,284,Cancelled,2016-07-11 07:13:00,,7,2016-07-11,Monday,,Morning (5-9)
347,City,284,Cancelled,2016-07-11 07:51:00,,7,2016-07-11,Monday,,Morning (5-9)
538,City,284,Cancelled,2016-07-11 10:00:00,,10,2016-07-11,Monday,,Afternoon (10-16)
3250,City,284,Cancelled,2016-07-13 10:09:28,,10,2016-07-13,Wednesday,,Afternoon (10-16)
3983,City,284,Cancelled,2016-07-13 23:19:23,,23,2016-07-13,Wednesday,,Night (21-23)
2948,City,285,Cancelled,2016-07-13 06:39:27,,6,2016-07-13,Wednesday,,Morning (5-9)
2982,City,285,Cancelled,2016-07-13 07:04:21,,7,2016-07-13,Wednesday,,Morning (5-9)
3055,City,285,Cancelled,2016-07-13 07:48:58,,7,2016-07-13,Wednesday,,Morning (5-9)
3759,City,285,Cancelled,2016-07-13 20:34:32,,20,2016-07-13,Wednesday,,Evening (17-20)
4389,City,285,Cancelled,2016-07-14 07:56:57,,7,2016-07-14,Thursday,,Morning (5-9)
5949,City,285,Cancelled,2016-07-15 10:30:58,,10,2016-07-15,Friday,,Afternoon (10-16)
441,City,286,Cancelled,2016-07-11 09:05:00,,9,2016-07-11,Monday,,Morning (5-9)
1109,City,286,Cancelled,2016-07-11 20:23:00,,20,2016-07-11,Monday,,Evening (17-20)
1693,Airport,286,Cancelled,2016-07-12 07:50:00,,7,2016-07-12,Tuesday,,Morning (5-9)
3198,City,286,Cancelled,2016-07-13 09:39:19,,9,2016-07-13,Wednesday,,Morning (5-9)
4507,City,286,Cancelled,2016-07-14 09:09:57,,9,2016-07-14,Thursday,,Morning (5-9)
6058,City,286,Cancelled,2016-07-15 13:47:11,,13,2016-07-15,Friday,,Afternoon (10-16)
1630,City,287,Cancelled,2016-07-12 07:03:00,,7,2016-07-12,Tuesday,,Morning (5-9)
3451,Airport,287,Cancelled,2016-07-13 16:53:56,,16,2016-07-13,Wednesday,,Afternoon (10-16)
3839,Airport,287,Cancelled,2016-07-13 21:28:41,,21,2016-07-13,Wednesday,,Night (21-23)
4258,City,287,Cancelled,2016-07-14 06:12:03,,6,2016-07-14,Thursday,,Morning (5-9)
4677,Airport,287,Cancelled,2016-07-14 12:45:00,,12,2016-07-14,Thursday,,Afternoon (10-16)
5603,City,287,Cancelled,2016-07-15 06:08:31,,6,2016-07-15,Friday,,Morning (5-9)
186,City,288,Cancelled,2016-07-11 05:48:00,,5,2016-07-11,Monday,,Morning (5-9)
2094,Airport,288,Cancelled,2016-07-12 15:51:00,,15,2016-07-12,Tuesday,,Afternoon (10-16)
4354,City,288,Cancelled,2016-07-14 07:26:35,,7,2016-07-14,Thursday,,Morning (5-9)
340,City,289,Cancelled,2016-07-11 07:51:00,,7,2016-07-11,Monday,,Morning (5-9)
5499,City,289,Cancelled,2016-07-15 05:07:17,,5,2016-07-15,Friday,,Morning (5-9)
151,City,290,Cancelled,2016-07-11 05:27:00,,5,2016-07-11,Monday,,Morning (5-9)
316,City,290,Cancelled,2016-07-11 07:26:00,,7,2016-07-11,Monday,,Morning (5-9)
561,City,290,Cancelled,2016-07-11 10:10:00,,10,2016-07-11,Monday,,Afternoon (10-16)
1582,City,290,Cancelled,2016-07-12 06:23:00,,6,2016-07-12,Tuesday,,Morning (5-9)
1871,City,290,Cancelled,2016-07-12 10:04:00,,10,2016-07-12,Tuesday,,Afternoon (10-16)
4213,City,290,Cancelled,2016-07-14 05:39:02,,5,2016-07-14,Thursday,,Morning (5-9)
5801,City,290,Cancelled,2016-07-15 08:40:03,,8,2016-07-15,Friday,,Morning (5-9)
144,City,291,Cancelled,2016-07-11 05:24:00,,5,2016-07-11,Monday,,Morning (5-9)
1383,City,291,Cancelled,2016-07-12 01:12:00,,1,2016-07-12,Tuesday,,Late Night (0-4)
3216,City,291,Cancelled,2016-07-13 09:50:23,,9,2016-07-13,Wednesday,,Morning (5-9)
184,City,292,Cancelled,2016-07-11 05:49:00,,5,2016-07-11,Monday,,Morning (5-9)
4435,City,292,Cancelled,2016-07-14 08:25:24,,8,2016-07-14,Thursday,,Morning (5-9)
5623,City,292,Cancelled,2016-07-15 06:27:46,,6,2016-07-15,Friday,,Morning (5-9)
2837,City,293,Cancelled,2016-07-13 05:19:53,,5,2016-07-13,Wednesday,,Morning (5-9)
5812,City,293,Cancelled,2016-07-15 08:44:40,,8,2016-07-15,Friday,,Morning (5-9)
407,City,294,Cancelled,2016-07-11 08:33:00,,8,2016-07-11,Monday,,Morning (5-9)
486,City,294,Cancelled,2016-07-11 09:29:00,,9,2016-07-11,Monday,,Morning (5-9)
4489,City,294,Cancelled,2016-07-14 08:53:51,,8,2016-07-14,Thursday,,Morning (5-9)
1251,City,295,Cancelled,2016-07-11 21:47:00,,21,2016-07-11,Monday,,Night (21-23)
2875,City,295,Cancelled,2016-07-13 05:54:23,,5,2016-07-13,Wednesday,,Morning (5-9)
3104,City,295,Cancelled,2016-07-13 08:25:16,,8,2016-07-13,Wednesday,,Morning (5-9)
3909,City,295,Cancelled,2016-07-13 22:13:42,,22,2016-07-13,Wednesday,,Night (21-23)
4338,City,295,Cancelled,2016-07-14 07:20:59,,7,2016-07-14,Thursday,,Morning (5-9)
4479,City,295,Cancelled,2016-07-14 08:41:51,,8,2016-07-14,Thursday,,Morning (5-9)
3187,City,296,Cancelled,2016-07-13 09:31:32,,9,2016-07-13,Wednesday,,Morning (5-9)
4251,City,296,Cancelled,2016-07-14 05:55:36,,5,2016-07-14,Thursday,,Morning (5-9)
5514,City,296,Cancelled,2016-07-15 05:08:25,,5,2016-07-15,Friday,,Morning (5-9)
5690,City,296,Cancelled,2016-07-15 07:20:54,,7,2016-07-15,Friday,,Morning (5-9)
295,Airport,297,Cancelled,2016-07-11 07:10:00,,7,2016-07-11,Monday,,Morning (5-9)
1487,City,297,Cancelled,2016-07-12 05:23:00,,5,2016-07-12,Tuesday,,Morning (5-9)
5515,City,297,Cancelled,2016-07-15 05:13:03,,5,2016-07-15,Friday,,Morning (5-9)
5535,City,297,Cancelled,2016-07-15 05:19:48,,5,2016-07-15,Friday,,Morning (5-9)
284,City,298,Cancelled,2016-07-11 07:05:00,,7,2016-07-11,Monday,,Morning (5-9)
2966,City,298,Cancelled,2016-07-13 06:54:13,,6,2016-07-13,Wednesday,,Morning (5-9)
3120,City,298,Cancelled,2016-07-13 08:32:08,,8,2016-07-13,Wednesday,,Morning (5-9)
4552,City,298,Cancelled,2016-07-14 09:40:33,,9,2016-07-14,Thursday,,Morning (5-9)
758,City,299,Cancelled,2016-07-11 16:06:00,,16,2016-07-11,Monday,,Afternoon (10-16)
1641,City,299,Cancelled,2016-07-12 07:20:00,,7,2016-07-12,Tuesday,,Morning (5-9)
4158,City,299,Cancelled,2016-07-14 05:03:10,,5,2016-07-14,Thursday,,Morning (5-9)
4164,City,299,Cancelled,2016-07-14 05:06:40,,5,2016-07-14,Thursday,,Morning (5-9)
4448,City,299,Cancelled,2016-07-14 08:30:59,,8,2016-07-14,Thursday,,Morning (5-9)
4225,City,300,Cancelled,2016-07-14 05:46:06,,5,2016-07-14,Thursday,,Morning (5-9)
1362,City,,No Cars Available,2016-07-11 00:02:00,,0,2016-07-11,Monday,,Late Night (0-4)
1364,City,,No Cars Available,2016-07-11 00:06:00,,0,2016-07-11,Monday,,Late Night (0-4)
1366,City,,No Cars Available,2016-07-11 00:09:00,,0,2016-07-11,Monday,,Late Night (0-4)
2,Airport,,No Cars Available,2016-07-11 00:23:00,,0,2016-07-11,Monday,,Late Night (0-4)
7,Airport,,No Cars Available,2016-07-11 00:30:00,,0,2016-07-11,Monday,,Late Night (0-4)
6,City,,No Cars Available,2016-07-11 00:36:00,,0,2016-07-11,Monday,,Late Night (0-4)
4,City,,No Cars Available,2016-07-11 00:37:00,,0,2016-07-11,Monday,,Late Night (0-4)
8,City,,No Cars Available,2016-07-11 00:40:00,,0,2016-07-11,Monday,,Late Night (0-4)
12,City,,No Cars Available,2016-07-11 01:08:00,,1,2016-07-11,Monday,,Late Night (0-4)
16,Airport,,No Cars Available,2016-07-11 01:09:00,,1,2016-07-11,Monday,,Late Night (0-4)
14,Airport,,No Cars Available,2016-07-11 01:10:00,,1,2016-07-11,Monday,,Late Night (0-4)
19,City,,No Cars Available,2016-07-11 01:14:00,,1,2016-07-11,Monday,,Late Night (0-4)
15,City,,No Cars Available,2016-07-11 01:15:00,,1,2016-07-11,Monday,,Late Night (0-4)
17,Airport,,No Cars Available,2016-07-11 01:16:00,,1,2016-07-11,Monday,,Late Night (0-4)
20,Airport,,No Cars Available,2016-07-11 01:23:00,,1,2016-07-11,Monday,,Late Night (0-4)
23,City,,No Cars Available,2016-07-11 01:38:00,,1,2016-07-11,Monday,,Late Night (0-4)
22,Airport,,No Cars Available,2016-07-11 01:40:00,,1,2016-07-11,Monday,,Late Night (0-4)
25,Airport,,No Cars Available,2016-07-11 01:45:00,,1,2016-07-11,Monday,,Late Night (0-4)
24,Airport,,No Cars Available,2016-07-11 01:48:00,,1,2016-07-11,Monday,,Late Night (0-4)
27,Airport,,No Cars Available,2016-07-11 01:49:00,,1,2016-07-11,Monday,,Late Night (0-4)
26,Airport,,No Cars Available,2016-07-11 01:49:00,,1,2016-07-11,Monday,,Late Night (0-4)
29,City,,No Cars Available,2016-07-11 01:55:00,,1,2016-07-11,Monday,,Late Night (0-4)
28,City,,No Cars Available,2016-07-11 02:02:00,,2,2016-07-11,Monday,,Late Night (0-4)
31,City,,No Cars Available,2016-07-11 02:10:00,,2,2016-07-11,Monday,,Late Night (0-4)
32,Airport,,No Cars Available,2016-07-11 02:15:00,,2,2016-07-11,Monday,,Late Night (0-4)
36,City,,No Cars Available,2016-07-11 02:33:00,,2,2016-07-11,Monday,,Late Night (0-4)
37,Airport,,No Cars Available,2016-07-11 02:34:00,,2,2016-07-11,Monday,,Late Night (0-4)
38,City,,No Cars Available,2016-07-11 02:39:00,,2,2016-07-11,Monday,,Late Night (0-4)
40,Airport,,No Cars Available,2016-07-11 02:42:00,,2,2016-07-11,Monday,,Late Night (0-4)
39,Airport,,No Cars Available,2016-07-11 02:48:00,,2,2016-07-11,Monday,,Late Night (0-4)
42,Airport,,No Cars Available,2016-07-11 02:55:00,,2,2016-07-11,Monday,,Late Night (0-4)
43,City,,No Cars Available,2016-07-11 03:06:00,,3,2016-07-11,Monday,,Late Night (0-4)
44,Airport,,No Cars Available,2016-07-11 03:07:00,,3,2016-07-11,Monday,,Late Night (0-4)
46,Airport,,No Cars Available,2016-07-11 03:16:00,,3,2016-07-11,Monday,,Late Night (0-4)
49,Airport,,No Cars Available,2016-07-11 03:29:00,,3,2016-07-11,Monday,,Late Night (0-4)
52,City,,No Cars Available,2016-07-11 03:30:00,,3,2016-07-11,Monday,,Late Night (0-4)
54,City,,No Cars Available,2016-07-11 03:34:00,,3,2016-07-11,Monday,,Late Night (0-4)
55,Airport,,No Cars Available,2016-07-11 03:41:00,,3,2016-07-11,Monday,,Late Night (0-4)
57,City,,No Cars Available,2016-07-11 03:52:00,,3,2016-07-11,Monday,,Late Night (0-4)
59,City,,No Cars Available,2016-07-11 03:58:00,,3,2016-07-11,Monday,,Late Night (0-4)
56,City,,No Cars Available,2016-07-11 03:58:00,,3,2016-07-11,Monday,,Late Night (0-4)
58,Airport,,No Cars Available,2016-07-11 04:03:00,,4,2016-07-11,Monday,,Late Night (0-4)
61,Airport,,No Cars Available,2016-07-11 04:05:00,,4,2016-07-11,Monday,,Late Night (0-4)
62,Airport,,No Cars Available,2016-07-11 04:10:00,,4,2016-07-11,Monday,,Late Night (0-4)
63,Airport,,No Cars Available,2016-07-11 04:17:00,,4,2016-07-11,Monday,,Late Night (0-4)
65,Airport,,No Cars Available,2016-07-11 04:23:00,,4,2016-07-11,Monday,,Late Night (0-4)
67,Airport,,No Cars Available,2016-07-11 04:24:00,,4,2016-07-11,Monday,,Late Night (0-4)
69,Airport,,No Cars Available,2016-07-11 04:27:00,,4,2016-07-11,Monday,,Late Night (0-4)
68,Airport,,No Cars Available,2016-07-11 04:27:00,,4,2016-07-11,Monday,,Late Night (0-4)
72,City,,No Cars Available,2016-07-11 04:36:00,,4,2016-07-11,Monday,,Late Night (0-4)
73,Airport,,No Cars Available,2016-07-11 04:36:00,,4,2016-07-11,Monday,,Late Night (0-4)
71,City,,No Cars Available,2016-07-11 04:37:00,,4,2016-07-11,Monday,,Late Night (0-4)
75,Airport,,No Cars Available,2016-07-11 04:40:00,,4,2016-07-11,Monday,,Late Night (0-4)
79,City,,No Cars Available,2016-07-11 04:43:00,,4,2016-07-11,Monday,,Late Night (0-4)
83,City,,No Cars Available,2016-07-11 04:44:00,,4,2016-07-11,Monday,,Late Night (0-4)
78,City,,No Cars Available,2016-07-11 04:45:00,,4,2016-07-11,Monday,,Late Night (0-4)
104,City,,No Cars Available,2016-07-11 05:00:00,,5,2016-07-11,Monday,,Morning (5-9)
103,City,,No Cars Available,2016-07-11 05:02:00,,5,2016-07-11,Monday,,Morning (5-9)
131,City,,No Cars Available,2016-07-11 05:10:00,,5,2016-07-11,Monday,,Morning (5-9)
124,City,,No Cars Available,2016-07-11 05:12:00,,5,2016-07-11,Monday,,Morning (5-9)
117,City,,No Cars Available,2016-07-11 05:13:00,,5,2016-07-11,Monday,,Morning (5-9)
137,City,,No Cars Available,2016-07-11 05:17:00,,5,2016-07-11,Monday,,Morning (5-9)
136,City,,No Cars Available,2016-07-11 05:19:00,,5,2016-07-11,Monday,,Morning (5-9)
135,City,,No Cars Available,2016-07-11 05:20:00,,5,2016-07-11,Monday,,Morning (5-9)
138,City,,No Cars Available,2016-07-11 05:20:00,,5,2016-07-11,Monday,,Morning (5-9)
154,City,,No Cars Available,2016-07-11 05:31:00,,5,2016-07-11,Monday,,Morning (5-9)
153,City,,No Cars Available,2016-07-11 05:33:00,,5,2016-07-11,Monday,,Morning (5-9)
171,City,,No Cars Available,2016-07-11 05:39:00,,5,2016-07-11,Monday,,Morning (5-9)
167,City,,No Cars Available,2016-07-11 05:40:00,,5,2016-07-11,Monday,,Morning (5-9)
159,City,,No Cars Available,2016-07-11 05:43:00,,5,2016-07-11,Monday,,Morning (5-9)
178,City,,No Cars Available,2016-07-11 05:47:00,,5,2016-07-11,Monday,,Morning (5-9)
179,City,,No Cars Available,2016-07-11 05:49:00,,5,2016-07-11,Monday,,Morning (5-9)
190,City,,No Cars Available,2016-07-11 05:53:00,,5,2016-07-11,Monday,,Morning (5-9)
189,City,,No Cars Available,2016-07-11 05:58:00,,5,2016-07-11,Monday,,Morning (5-9)
208,Airport,,No Cars Available,2016-07-11 06:05:00,,6,2016-07-11,Monday,,Morning (5-9)
194,City,,No Cars Available,2016-07-11 06:05:00,,6,2016-07-11,Monday,,Morning (5-9)
